1,1800,CDS,+,A4A70_RS00005
1833,2804,CDS,+,A4A70_RS00010
2941,3621,CDS,+,A4A70_RS00015
3618,4529,CDS,+,A4A70_RS00020
4770,5165,CDS,+,acpS
5266,5757,CDS,+,A4A70_RS00030
5826,5911,tRNA,-,A4A70_RS00035
5928,6001,tRNA,-,A4A70_RS00040
6372,7031,CDS,+,A4A70_RS00045
7172,7627,CDS,-,A4A70_RS00050
8136,8393,CDS,+,A4A70_RS00055
8397,8564,CDS,+,rpmG
8669,9478,CDS,+,A4A70_RS00065
9556,10338,CDS,-,A4A70_RS00070
10351,11607,CDS,-,A4A70_RS00075
12096,>12312,pseudogene,+,A4A70_RS02880
12096,>12312,CDS,+,A4A70_RS02880
12497,12928,CDS,+,A4A70_RS00085
13013,14389,CDS,-,A4A70_RS00090
14955,15031,tRNA,-,A4A70_RS00095
15173,15913,CDS,-,A4A70_RS00100
15989,16498,CDS,+,A4A70_RS00105
16518,17210,CDS,-,A4A70_RS00110
17252,17593,CDS,+,A4A70_RS00115
17808,17883,tRNA,-,A4A70_RS00120
18336,18608,CDS,-,A4A70_RS00125
18844,19101,CDS,+,A4A70_RS00130
19405,20109,CDS,-,A4A70_RS00135
20355,20915,CDS,+,A4A70_RS00140
21091,21288,CDS,+,A4A70_RS00145
21397,22188,CDS,+,A4A70_RS00150
22294,23058,CDS,-,A4A70_RS00155
23222,24379,CDS,-,A4A70_RS00160
24444,24641,pseudogene,-,A4A70_RS02885
24444,24641,CDS,-,A4A70_RS02885
24837,25586,CDS,-,A4A70_RS00165
26182,28770,CDS,-,topA
29213,30004,CDS,-,A4A70_RS00175
30895,32457,CDS,+,A4A70_RS00180
32457,33035,CDS,+,A4A70_RS00185
33599,34960,CDS,+,A4A70_RS00190
35015,36205,CDS,+,trpB
36205,37020,CDS,+,A4A70_RS00200
37478,38224,CDS,+,A4A70_RS00205
39010,40470,CDS,+,cls
41238,41648,CDS,+,A4A70_RS00215
41999,42898,CDS,-,galU
43172,43984,CDS,+,A4A70_RS00225
44545,46404,CDS,+,A4A70_RS00230
46570,47571,CDS,+,gap
48169,49926,CDS,+,A4A70_RS00240
50224,50961,CDS,+,A4A70_RS00245
50999,51493,CDS,+,A4A70_RS00250
51617,52237,CDS,+,A4A70_RS00255
52246,53262,CDS,+,A4A70_RS00260
53335,54588,CDS,+,A4A70_RS00265
54604,55392,CDS,-,A4A70_RS00270
55711,56889,CDS,+,A4A70_RS00275
56954,57295,CDS,-,A4A70_RS00280
57536,59575,CDS,-,tkt
59591,60541,CDS,-,tal
60703,62232,CDS,-,tilS
62229,62528,CDS,-,A4A70_RS00300
62543,64201,CDS,+,A4A70_RS00305
64931,65620,CDS,+,A4A70_RS00310
65657,66523,CDS,+,A4A70_RS00315
66520,67410,CDS,+,A4A70_RS00320
67491,67799,pseudogene,-,A4A70_RS00325
67491,67799,CDS,-,A4A70_RS00325
67944,68669,CDS,-,lptB
68694,69218,CDS,-,A4A70_RS00335
69193,69777,CDS,-,lptC
69774,70343,CDS,-,A4A70_RS00345
70358,71350,CDS,-,A4A70_RS00350
71877,72686,CDS,+,A4A70_RS00355
72695,73477,CDS,+,A4A70_RS00360
73482,73967,CDS,+,mlaD
74105,74740,CDS,+,A4A70_RS00370
74733,75056,CDS,+,A4A70_RS00375
75232,75486,CDS,+,A4A70_RS00380
75549,76808,CDS,+,murA
76839,78215,CDS,-,A4A70_RS00390
78253,78389,pseudogene,-,A4A70_RS02890
78253,78389,CDS,-,A4A70_RS02890
79034,79462,CDS,+,A4A70_RS00395
79479,79871,CDS,+,A4A70_RS00400
80095,80739,CDS,+,A4A70_RS00405
80748,81209,CDS,+,A4A70_RS00410
81230,83026,CDS,-,A4A70_RS00415
83329,85413,CDS,-,pnp
85615,85884,CDS,-,A4A70_RS00425
86015,86941,CDS,-,A4A70_RS00430
86941,87315,CDS,-,A4A70_RS00435
87385,90075,CDS,-,A4A70_RS00440
90125,91612,CDS,-,nusA
91935,92021,tRNA,-,A4A70_RS00450
92067,92393,CDS,-,A4A70_RS00455
92814,94757,CDS,-,A4A70_RS00460
94823,95452,CDS,-,A4A70_RS00465
95727,96200,CDS,-,A4A70_RS00470
96611,97645,CDS,-,obgE
97877,98137,CDS,-,A4A70_RS00480
98153,98479,CDS,-,rplU
99276,100628,CDS,+,A4A70_RS00490
100765,101730,CDS,-,msbB
101859,103190,CDS,-,A4A70_RS00500
103834,104184,CDS,-,rplS
104255,105010,CDS,-,trmD
105051,105593,CDS,-,rimM
105627,105878,CDS,-,A4A70_RS00520
106012,107370,CDS,-,A4A70_RS00525
108113,108189,tRNA,-,A4A70_RS00530
108197,108289,tRNA,-,A4A70_RS00535
108729,111362,CDS,-,A4A70_RS00540
111615,112655,CDS,-,recA
113304,115898,CDS,+,mutS
115910,116866,CDS,-,A4A70_RS00555
117484,117765,CDS,-,A4A70_RS00560
118164,119465,CDS,-,A4A70_RS00565
119486,121123,CDS,-,pyrG
121256,122019,pseudogene,-,A4A70_RS00575
121256,122019,CDS,-,A4A70_RS00575
122743,123087,CDS,-,A4A70_RS00580
123320,123778,CDS,+,dksA
124141,125553,CDS,+,A4A70_RS00590
125695,125784,tRNA,-,A4A70_RS00595
126258,127616,CDS,+,A4A70_RS00600
127772,128374,CDS,-,A4A70_RS00605
128794,129864,CDS,+,A4A70_RS00610
129925,131049,CDS,+,A4A70_RS00615
131050,131385,CDS,+,A4A70_RS00620
131415,133274,CDS,+,secD
133294,134217,CDS,+,secF
134360,134830,CDS,+,A4A70_RS00635
134847,135278,CDS,+,A4A70_RS00640
135307,135789,CDS,+,A4A70_RS00645
135818,136180,CDS,-,rplQ
136232,137221,CDS,-,A4A70_RS00655
137268,137894,CDS,-,A4A70_RS00660
